Subject Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() angle(X,gravityMean) angle(Y,gravityMean) angle(Z,gravityMean)
      3           STANDING     0.2800465  -0.014337656   -0.10162172  -0.966742543  -0.893449307   -0.91141902 -1.918081e-01   0.147171336     0.9350308  -0.301735130   0.024763107    -0.9820204   0.041787123   0.177417122    0.07509006  7.716636e-03 -8.071779e-03  -0.957086489 -7.013304e-02  0.0336277803 -0.0246626071  -0.058510192  0.0665262054    -0.9004622  0.0468451078 -0.0713706441  0.1684555055 -0.1393480341  -0.022912886   0.104772189  0.0017619031 -0.2041696600   -0.96012341  -0.908075354   -0.93950774  -0.969931287   -0.98706178    -0.9991690  -0.957666857  -0.943497974   -0.96917490  -0.960570922    -0.9985676    -0.9993353   -0.90128227   -0.93771116   -0.91617254    -0.9019857   -0.99365865    -0.9978684  -0.294507416   -0.58080413  -0.403904317   -0.72661511   0.009799109 -5.054407e-02    -0.7119038
      4           STANDING     0.2804997  -0.009489111   -0.09615749  -0.976920580  -0.861597379   -0.89688054 -3.434413e-01   0.106119812     0.9561978  -0.075900906   0.166893826    -0.9729084  -0.686876727   0.347788685    0.07213284 -6.530157e-03 -2.118899e-02  -0.972586542  4.623243e-02  0.1814423694 -0.0306449342  -0.061824851  0.0755636431    -0.9096880  0.2523092901 -0.1260857650 -0.0182395257 -0.0063512565  -0.122155491   0.196361489 -0.0991257017 -0.1393775564   -0.97349755  -0.889549205   -0.93164342  -0.978737638   -0.98512827    -0.9985052  -0.972310894  -0.937624242   -0.96864841  -0.975706724    -0.9989021    -0.9991293   -0.90546416   -0.95599295   -0.91528096    -0.9124648   -0.99209311    -0.9990385  -0.113735109   -0.39538049  -0.435020633   -0.74444617   0.101339341  2.571924e-02    -0.8310444
      5           STANDING     0.2825444  -0.007004186   -0.10217110  -0.968591816  -0.869439913   -0.86932732 -4.566854e-01   0.059353337     0.9601887  -0.038710127   0.138638437    -0.9740882  -0.725674775   0.111721988    0.07251899 -2.219902e-03 -1.228122e-02  -0.962647080 -2.197637e-01  0.1422020344 -0.0322711903  -0.050987505  0.0690945764    -0.9103952 -0.0259885225 -0.0357211981  0.0688582010 -0.0999979046   0.078572601  -0.049202919 -0.1332077887 -0.0662453294   -0.96450092  -0.890796361   -0.91508380  -0.970668409   -0.97855259    -0.9984158  -0.963059235  -0.931370209   -0.95843873  -0.965778921    -0.9979292    -0.9989528   -0.90966180   -0.93937352   -0.90719084    -0.9127809   -0.99162448    -0.9984852  -0.280440657   -0.55854605  -0.342011722   -0.67587966   0.086699045 -8.287893e-02    -0.8627673
      6           STANDING     0.2803462  -0.018123633   -0.11217283  -0.981758160  -0.921493192   -0.92569237 -1.724047e-01   0.226600479     0.9451390  -0.230251036   0.013919347    -0.9855831   0.116858899   0.384742871    0.07306996  8.718840e-03 -4.817122e-03  -0.973132636 -8.418308e-02  0.0579441585 -0.0282519130  -0.058982364  0.0767394746    -0.9475613 -0.0322628253 -0.2847381532  0.0831344213 -0.1334002305   0.092340981  -0.066636415 -0.1248328206 -0.0523509743   -0.97710029  -0.930336472   -0.94286402  -0.984067374   -0.99364018    -0.9989504  -0.973480539  -0.951405465   -0.96374352  -0.975235678    -0.9979367    -0.9990958   -0.93161238   -0.94327315   -0.94323960    -0.9528174   -0.99778777    -0.9991424  -0.270132134   -0.53891265  -0.382596155   -0.69884504   0.067269393  5.869383e-02    -0.7595003
      7           STANDING     0.2827235  -0.014574034   -0.09977783  -0.979307570  -0.923400922   -0.91706417 -4.772728e-02   0.358261617     0.9587287  -0.117607049  -0.051657372    -0.9879175   0.353135090   0.399430992    0.07519151  6.947004e-03 -1.084203e-02  -0.976403545 -1.297480e-01  0.1583850283 -0.0291582213  -0.077433644  0.0851045001    -0.9452477 -0.0709614939 -0.3709603326  0.1328905996 -0.1316688195   0.006249241   0.049352958 -0.0005672920 -0.2004383924   -0.97668183  -0.941883784   -0.93855052  -0.980541336   -0.99130625    -0.9989888  -0.976323086  -0.967165093   -0.96822964  -0.978729083    -0.9984393    -0.9993434   -0.93812164   -0.95754867   -0.95716506    -0.9478920   -0.99570796    -0.9998098  -0.167442246   -0.44988901  -0.430164148   -0.72512965  -0.075886457 -7.606348e-03    -0.8191236
      8           STANDING     0.2796210  -0.014811307   -0.10611500  -0.988815418  -0.938479429   -0.92606526  5.140033e-02   0.308021805     0.9576699  -0.090460349  -0.097939202    -0.9876902   0.272111375   0.606261220    0.07537390  8.149517e-03  3.221533e-03  -0.989198880  9.769429e-02 -0.0042337463 -0.0219671978  -0.028011763  0.0636889070    -0.9729904 -0.0911340136 -0.1937535762  0.2348712230 -0.1993543826   0.084476254   0.019922448  0.0021757004 -0.1766097144   -0.98821986  -0.950049100   -0.95036294  -0.989183750   -0.97754531    -0.9983832  -0.989029239  -0.976177675   -0.97947719  -0.990414087    -0.9992714    -0.9993041   -0.96967744   -0.97259549   -0.97551228    -0.9742010   -0.99878470    -0.9997445  -0.316040105   -0.57130851  -0.515789499   -0.80038414   0.015246574 -3.193479e-02    -0.8408397
      9           STANDING     0.2823101  -0.020045495   -0.09527475  -0.975741252  -0.938635759   -0.91929581 -1.932215e-01  -0.002906223     0.9613235  -0.010383816   0.009147692    -0.9891032   0.077792747   0.098419695    0.07600321  1.306998e-02 -4.700786e-03  -0.969973399 -1.663296e-01 -0.0745801373 -0.0291831363  -0.060810158  0.0992409332    -0.9219906  0.3096957350  0.0790481374  0.1342564072 -0.1758886613   0.046083201  -0.023349345 -0.0697721338 -0.2140723917   -0.97166269  -0.944849432   -0.94168687  -0.977579248   -0.99134256    -0.9992267  -0.971313769  -0.962624299   -0.96712920  -0.971278823    -0.9980817    -0.9994166   -0.91697444   -0.95451430   -0.94151034    -0.9247386   -0.99544030    -0.9994030  -0.331415882   -0.60383798  -0.365516871   -0.66511391   0.045709677  3.282011e-02    -0.8596076
     10           STANDING     0.2766503  -0.015541860   -0.10796408  -0.978403482  -0.919561843   -0.94127144 -1.000905e-01  -0.025013071     0.9540088  -0.043159783   0.034698021    -0.9912595  -0.107895052   0.098599107    0.08097844  1.190076e-02 -4.858410e-03  -0.964311490 -1.430292e-02 -0.0796386097 -0.0281854326  -0.087682049  0.1032515607    -0.9298951 -0.2522277918  0.0877587747  0.2284963382 -0.2473571837   0.145786676  -0.061775514  0.0486995615 -0.2697654598   -0.97009981  -0.923378745   -0.95527238  -0.982949246   -0.99473006    -0.9993341  -0.963565166  -0.942187760   -0.97224151  -0.968612136    -0.9988672    -0.9994430   -0.92400591   -0.96032380   -0.95091573    -0.9322739   -0.99799411    -0.9995956  -0.333060616   -0.62044726  -0.386071484   -0.68458412   0.033610764  1.141958e-01    -0.8176481
     11           STANDING     0.2777156  -0.017199089   -0.10868663  -0.994978879  -0.964173332   -0.98638271 -1.189838e-01  -0.005726375     0.9564645  -0.173082705   0.127198423    -0.9945294  -0.410221230   0.111656315    0.07600977  1.241310e-02 -7.459162e-04  -0.992527404  1.566945e-01 -0.0949691380 -0.0293141521  -0.076546504  0.0810588216    -0.9802425 -0.1045741850  0.0070911400  0.2379710295 -0.2189786227   0.182831886  -0.043107832  0.0042605830 -0.2640326387   -0.99380805  -0.968703073   -0.98766979  -0.995573763   -0.99964099    -0.9998003  -0.992385451  -0.979287024   -0.98846079  -0.993414564    -0.9997757    -0.9997920   -0.97830172   -0.99402549   -0.98076297    -0.9810091   -0.99957694    -0.9999123  -0.438363181   -0.68641953  -0.578955073   -0.82787898   0.018593550  1.267844e-02    -0.8019864
     12           STANDING     0.2774058  -0.016900254   -0.10552700  -0.981243992  -0.923140254   -0.92068480 -5.270435e-02   0.176422666     0.9573178  -0.218865356  -0.039538277    -0.9853142   0.455498448   0.451599422    0.07446318  1.004800e-02 -7.881314e-03  -0.972440195 -1.162966e-01 -0.0194304383 -0.0300030427  -0.070008375  0.0742568190    -0.8836553 -0.0883499111 -0.0182377722  0.1854470351 -0.1328399826   0.039595706   0.073071450 -0.1136168338 -0.0661442597   -0.97646947  -0.932775678   -0.94717820  -0.983647207   -0.98352298    -0.9991585  -0.971971634  -0.953291780   -0.97112253  -0.975581439    -0.9987153    -0.9993936   -0.89029271   -0.94825186   -0.95260195    -0.8843852   -0.99759648    -0.9995714  -0.282043094   -0.56765517  -0.451112967   -0.76361071   0.028920146 -1.321284e-02    -0.7926849
     13           STANDING     0.2777584  -0.016789199   -0.11212414  -0.991020759  -0.949422439   -0.96753803 -4.830240e-02   0.217454917     0.9426953  -0.239943146  -0.052485661    -0.9922324   0.164790724   0.216536774    0.07586310  7.620352e-03 -7.049793e-04  -0.987636104 -4.518493e-02  0.0810138641 -0.0295492164  -0.075320524  0.0854712469    -0.9555774  0.0375670091 -0.3452808626  0.0686521773 -0.0978851988   0.191690906  -0.095283503 -0.1863837158  0.0247100054   -0.98942597  -0.959427618   -0.97756730  -0.991817705   -0.99859692    -0.9997190  -0.988198277  -0.977752775   -0.98460856  -0.988185113    -0.9995715    -0.9997273   -0.95715411   -0.97291308   -0.97439438    -0.9558184   -0.99932354    -0.9998614  -0.345203500   -0.62295313  -0.530272093   -0.80300962   0.040722073 -3.094673e-02    -0.7416859
     14           STANDING     0.2805456  -0.015207813   -0.10381770  -0.973268905  -0.928525725   -0.92227631  3.320381e-01   0.396917844     0.8753196  -0.226692231  -0.338174889    -0.9720054   0.902389897   0.670379005    0.07379337  5.795662e-03 -7.207778e-03  -0.978248526  4.486906e-03  0.1055739812 -0.0220886527  -0.055810883  0.0790475887    -0.9610918 -0.1187441532 -0.3531970764  0.1174961169 -0.0981661563   0.097076902  -0.028990551  0.0797441246 -0.2982017461   -0.97269956  -0.942178248   -0.94242203  -0.973605554   -0.99164775    -0.9989655  -0.978181640  -0.967249905   -0.96671843  -0.980396602    -0.9983020    -0.9991783   -0.95711177   -0.95083619   -0.95099988    -0.9627410   -0.99662795    -0.9996749  -0.263181809   -0.55053795  -0.355297249   -0.63267694  -0.102584280 -5.888869e-03    -0.6015810
     15           STANDING     0.2789158  -0.018351636   -0.10591083  -0.988949247  -0.931900148   -0.95167026 -2.309514e-01   0.127647509     0.9655289  -0.164713175   0.064597599    -0.9884321  -0.223471262   0.301451533    0.07522807  6.172555e-03 -6.587371e-03  -0.985459068 -1.797096e-02 -0.0749898858 -0.0262433562  -0.065963752  0.0761946739    -0.9477908  0.0354278751 -0.0477710577  0.1552526122 -0.1403891941   0.161830475  -0.081118703  0.0229597257 -0.2602180148   -0.98672500  -0.943348789   -0.96547351  -0.990060963   -0.99539382    -0.9994336  -0.985353493  -0.967884709   -0.98263230  -0.986934134    -0.9995523    -0.9996166   -0.95038029   -0.97513387   -0.96826486    -0.9482752   -0.99897854    -0.9996247  -0.315949879   -0.60655704  -0.511094916   -0.78793862   0.061823932  1.304307e-01    -0.8419199
     16           STANDING     0.2834974  -0.016599967   -0.10365773  -0.989076812  -0.960298268   -0.95346896  1.438982e-01  -0.060307945     0.9415877  -0.057886704  -0.166737468    -0.9853597   0.643905033  -0.136678656    0.07364389  1.207680e-02 -4.763106e-03  -0.991026497  6.776467e-02 -0.0862407783 -0.0299337294  -0.068667733  0.0867342709    -0.9734001 -0.0847358842  0.1320146683  0.1472892193 -0.1672276123   0.143082751  -0.041373882 -0.0019923018 -0.1962909196   -0.98942767  -0.969314015   -0.96999950  -0.989100621   -0.99527963    -0.9996965  -0.991038639  -0.982425404   -0.98609189  -0.991847150    -0.9996328    -0.9997889   -0.97315735   -0.98359424   -0.98363927    -0.9739269   -0.99956421    -0.9999383  -0.305235014   -0.56404421  -0.481277360   -0.75318626   0.036808639 -3.845512e-03    -0.7886135
     17           STANDING     0.2779425  -0.017412006   -0.11143215  -0.991163920  -0.968176664   -0.97046268  2.776690e-01   0.323178732     0.9046785  -0.257486818  -0.202687757    -0.9857514   0.667709344   0.484818972    0.07408650  6.578535e-03 -4.035996e-03  -0.992094006  1.552845e-01  0.0470920584 -0.0269576937  -0.077063213  0.0880561869    -0.9813731 -0.0317712445 -0.1540237014  0.1893064779 -0.1887865887   0.197872098  -0.067616012  0.0407037970 -0.2439350744   -0.99092753  -0.974170569   -0.98023158  -0.991318528   -0.99764415    -0.9997258  -0.992129226  -0.986278342   -0.98956363  -0.992775378    -0.9997877    -0.9998124   -0.98069626   -0.98733404   -0.98595498    -0.9817913   -0.99971241    -0.9998593  -0.310013418   -0.56964222  -0.594078767   -0.84389352   0.044382169  7.045680e-02    -0.6622628
     18           STANDING     0.2784588  -0.016635352   -0.10845336  -0.992019763  -0.954223436   -0.96187391 -7.815043e-02   0.236702763     0.9475732  -0.204206321  -0.048576711    -0.9942701   0.240264338   0.385283701    0.07535395  1.046987e-02 -1.816405e-03  -0.989436674  2.819387e-02  0.0889811038 -0.0265873249  -0.073226013  0.0843190676    -0.9622542 -0.1726339692 -0.2261544557  0.1391843277 -0.1345851380   0.130789387  -0.032758697  0.0449270351 -0.2668437242   -0.99040992  -0.961239135   -0.97577281  -0.992789068   -0.99806954    -0.9997783  -0.989544971  -0.975243690   -0.98626565  -0.990287933    -0.9996843    -0.9997833   -0.96442893   -0.98356116   -0.97429441    -0.9622727   -0.99930964    -0.9999189  -0.388641493   -0.66433016  -0.578707501   -0.81717383  -0.032528058 -6.805885e-03    -0.7746819
     19           STANDING     0.2781723  -0.015424406   -0.10904190  -0.989910997  -0.944430271   -0.95259965 -2.681238e-01   0.260518018     0.9440458  -0.223897808   0.130643718    -0.9924115  -0.403024731   0.407634148    0.07541204  9.913383e-03  1.292163e-03  -0.984792035  2.942814e-02  0.0332170370 -0.0250905740  -0.063142983  0.0710520180    -0.9461097  0.2794091274 -0.2449993909  0.0974972427 -0.0818265898   0.112833681   0.012928856  0.0392314199 -0.2072986960   -0.98735205  -0.952872872   -0.96854335  -0.991161671   -0.99702500    -0.9996473  -0.985039596  -0.970011346   -0.98346330  -0.985913722    -0.9995931    -0.9997004   -0.94786564   -0.97506167   -0.96510064    -0.9466070   -0.99819968    -0.9997582  -0.321658069   -0.60957772  -0.523774306   -0.80684887   0.013476345  3.636898e-02    -0.7620930
     20           STANDING     0.2780769  -0.018069505   -0.10040276  -0.967209961  -0.875410411   -0.91314248 -1.638295e-01   0.235227965     0.9112318  -0.305938717   0.070865529    -0.9819169  -0.032559195   0.232419034    0.07635562  1.169302e-02 -6.136819e-03  -0.959528332 -1.305298e-01  0.0067911745 -0.0241335050  -0.069830892  0.0773671449    -0.8867492  0.0326491933 -0.1906163778  0.1532549208 -0.0327737437   0.124833712   0.017633099 -0.0086578189 -0.0806668364   -0.96193273  -0.898194212   -0.92998582  -0.969806179   -0.99162200    -0.9977791  -0.959710489  -0.935717554   -0.95274111  -0.963098912    -0.9970759    -0.9979519   -0.88101942   -0.91064914   -0.91140991    -0.8905257   -0.99116315    -0.9986265  -0.236588068   -0.55096687  -0.328820343   -0.65194134  -0.022448090  2.498530e-02    -0.6970114
     21           STANDING     0.2769522  -0.016708473   -0.11041786  -0.981419961  -0.943601625   -0.94612341  1.287214e-01   0.378710192     0.8812133  -0.346155559  -0.207685690    -0.9829067   0.615209676   0.432471533    0.07545439  1.006212e-02 -3.320937e-03  -0.977063350  4.257917e-02  0.2419498701 -0.0191731896  -0.073811587  0.0864863265    -0.9625145 -0.1364292045 -0.3102584197  0.1747009480 -0.1761467227   0.130665327  -0.054098994 -0.0188371014 -0.2179583703   -0.97832769  -0.949694904   -0.96027414  -0.982892837   -0.99513059    -0.9993570  -0.976803011  -0.964503016   -0.97478065  -0.979530485    -0.9987864    -0.9993836   -0.95698996   -0.96008259   -0.95943256    -0.9645303   -0.99812888    -0.9994547  -0.370276667   -0.63841020  -0.471510129   -0.74688021  -0.086323201  7.717297e-02    -0.6112356
     22           STANDING     0.2790539  -0.015856321   -0.10496742  -0.985000527  -0.922693288   -0.94220166 -1.150213e-01   0.263970235     0.9540643  -0.226418774   0.032382498    -0.9928273   0.258950639   0.594512682    0.07523229  1.072870e-02 -6.262917e-03  -0.975639081  2.208475e-02 -0.0357994239 -0.0275201762  -0.069006769  0.0733466563    -0.9178370  0.2953686591 -0.3304852036  0.1482788159 -0.0686669975   0.081897129   0.069824045 -0.1372595954 -0.0464175661   -0.98037391  -0.929161388   -0.95710179  -0.987400306   -0.99611839    -0.9994036  -0.974969215  -0.952141454   -0.97756743  -0.978773001    -0.9991417    -0.9995647   -0.91701810   -0.97068244   -0.96232777    -0.9198518   -0.99862281    -0.9997691  -0.235555654   -0.53268765  -0.301352177   -0.62837977   0.031165201 -4.866482e-02    -0.7884516
     23           STANDING     0.2778993  -0.017747555   -0.11059702  -0.985421520  -0.958444492   -0.92940975  8.926706e-02   0.528095439     0.9198571  -0.117401360  -0.223631181    -0.9846104   0.590868102   0.733792847    0.07502065  1.058615e-02 -5.292609e-03  -0.983141959 -2.412255e-01  0.3973850078 -0.0327397745  -0.065226479  0.0816888999    -0.9420112 -0.1900336398 -0.3954521573  0.1233666676 -0.1472206061   0.129654647  -0.047189879 -0.0722184041 -0.1090385448   -0.98362720  -0.962831825   -0.94517057  -0.986333386   -0.99432830    -0.9991537  -0.983283252  -0.975176562   -0.96961023  -0.984531642    -0.9987014    -0.9993850   -0.94751044   -0.95278116   -0.96793957    -0.9416985   -0.99831913    -0.9998816  -0.326343504   -0.59144895  -0.451856722   -0.73797837   0.017658942 -7.033262e-02    -0.7537732
     24           STANDING     0.2803489  -0.014478534   -0.10822255  -0.987255871  -0.936871974   -0.93028353  1.894860e-02   0.056516533     0.9664423  -0.145201301  -0.053058540    -0.9921976   0.273888885   0.247427281    0.07461774  1.098397e-02 -3.587749e-03  -0.980573837 -6.095299e-02 -0.0667558494 -0.0278611511  -0.069254667  0.0771246149    -0.9607387 -0.0095820353 -0.1921623263  0.0908653116 -0.1329676859   0.057536574   0.022394640 -0.0663593595 -0.1430549197   -0.98418363  -0.948970158   -0.95381760  -0.988851853   -0.99376240    -0.9991335  -0.981161641  -0.967720592   -0.97417047  -0.981721691    -0.9989844    -0.9992316   -0.95854019   -0.97042649   -0.97013339    -0.9618857   -0.99919548    -0.9997980  -0.130232476   -0.42255296  -0.470875335   -0.75480128  -0.035558300  1.217193e-03    -0.8578652
     25           STANDING     0.2780137  -0.016356973   -0.10735296  -0.991970127  -0.954569226   -0.96464269 -2.123367e-01   0.336531851     0.9297947  -0.159316786   0.201182106    -0.9931483  -0.407384331   0.507851729    0.07523373  6.632140e-03 -6.228088e-03  -0.988312658  7.573232e-02  0.0737837235 -0.0247946751  -0.069887685  0.0852685438    -0.9713574 -0.0333788525 -0.3137784741  0.1843854701 -0.2086988748   0.133391469  -0.073671935 -0.0109710939 -0.2590144634   -0.99009320  -0.959846189   -0.97405123  -0.992851743   -0.99457449    -0.9994253  -0.988404655  -0.972554453   -0.98483225  -0.989339891    -0.9995279    -0.9996421   -0.96807853   -0.97839989   -0.97045686    -0.9726642   -0.99923291    -0.9997329  -0.406269617   -0.67229745  -0.509823208   -0.78267084   0.005183333  2.599846e-02    -0.7452563
     26           STANDING     0.2811270  -0.016660831   -0.11023780  -0.993069369  -0.949466155   -0.96298840 -1.420276e-01   0.334005373     0.9654609  -0.140315422   0.088414268    -0.9926788  -0.163962608   0.632701032    0.07535782  8.173223e-03 -2.194978e-03  -0.990498355  2.893021e-02  0.0455355516 -0.0245345838  -0.073138576  0.0776706781    -0.9737851 -0.0756856518 -0.2088737510  0.1821348076 -0.1665675926   0.180432339  -0.104980633 -0.0450243150 -0.1765198262   -0.99199337  -0.958402318   -0.97321516  -0.993702408   -0.99762101    -0.9996419  -0.990586982  -0.976267059   -0.98456392  -0.991275662    -0.9995536    -0.9996954   -0.96936427   -0.98388591   -0.97445932    -0.9753216   -0.99928507    -0.9998525  -0.303520128   -0.56122462  -0.511379519   -0.79418428   0.025671963  1.157179e-02    -0.8531508
     27           STANDING     0.2795669  -0.016593236   -0.10783582  -0.991951584  -0.955171419   -0.96240844 -4.668813e-02   0.192438370     0.9653515  -0.188504847  -0.005574169    -0.9940122   0.169184278   0.418579802    0.07496998  1.224333e-02 -1.379503e-03  -0.987628362  1.059049e-01  0.0401742853 -0.0267316539  -0.067507120  0.0716841463    -0.9699020  0.0682933571 -0.2685376213  0.2298291575 -0.2012258802   0.185224545  -0.060629481  0.0221486736 -0.2561744927   -0.99012181  -0.961356141   -0.97414625  -0.992875825   -0.99714674    -0.9996910  -0.987771749  -0.975868680   -0.98511138  -0.988606810    -0.9996099    -0.9997359   -0.97014963   -0.98373187   -0.98086249    -0.9702218   -0.99950585    -0.9998769  -0.388113814   -0.64582239  -0.502427985   -0.77162545  -0.037003290  1.785109e-03    -0.8334226
     28           STANDING     0.2777951  -0.017263512   -0.10657939  -0.977748639  -0.875689217   -0.90512382 -1.938076e-01   0.149479958     0.9485148  -0.247656167  -0.038583050    -0.9900594   0.101186792   0.008277672    0.07531316  9.073632e-03 -2.678101e-03  -0.968604560 -8.541541e-02  0.1063738247 -0.0253281544  -0.073900165  0.0865173111    -0.8840322 -0.0709669877 -0.3645353359  0.1257486621 -0.0826856534   0.049106006   0.029883817  0.0168820259 -0.1765818121   -0.97251980  -0.893430393   -0.93450303  -0.980267490   -0.99043503    -0.9991618  -0.968513715  -0.935168978   -0.96475124  -0.971672797    -0.9983403    -0.9992529   -0.88042610   -0.94816079   -0.92665519    -0.8867068   -0.99458321    -0.9990572  -0.300682963   -0.60162802  -0.332924499   -0.65580267  -0.084116023  6.907013e-02    -0.7671741
     29           STANDING     0.2779651  -0.017260587   -0.10865907  -0.996068635  -0.969295721   -0.98020749 -9.951690e-02   0.390798958     0.9745087  -0.058487154   0.031614585    -0.9967642  -0.238006158   0.646788537    0.07530525  1.151050e-02  3.328950e-04  -0.993652821  1.495346e-01  0.1213254949 -0.0276075573  -0.072106068  0.0827583768    -0.9779948  0.0801667151 -0.3135863816  0.2801818250 -0.2490662350   0.199459127  -0.144811113  0.0592487361 -0.3339983336   -0.99502404  -0.973345770   -0.98409602  -0.996604570   -0.99934755    -0.9997933  -0.993736906  -0.983194981   -0.98854158  -0.994123424    -0.9998041    -0.9997907   -0.97448545   -0.99158667   -0.98365471    -0.9791626   -0.99965967    -0.9999500  -0.454221311   -0.72099311  -0.604862991   -0.85019059   0.030310378  1.856042e-02    -0.9235158
     30           STANDING     0.2771127  -0.017016389   -0.10875621  -0.977559427  -0.891654527   -0.91285060 -2.030362e-01   0.269837716     0.9685567  -0.100296804   0.024304436    -0.9964209  -0.080869906   0.369150417    0.07524145  1.208604e-02  1.908415e-03  -0.968430745 -1.756786e-01  0.0619341164 -0.0276138535  -0.067033438  0.0802514754    -0.9114085  0.0149868457 -0.1790256790  0.1455827134 -0.0286109307   0.055634586   0.113723875 -0.0576888866 -0.0927783816   -0.97201405  -0.919475121   -0.93808977  -0.980426576   -0.98974146    -0.9977418  -0.967857589  -0.957434887   -0.96289263  -0.972216729    -0.9981751    -0.9977345   -0.91574286   -0.94562884   -0.93779812    -0.9117182   -0.99570921    -0.9994988  -0.221605449   -0.53436165  -0.357809598   -0.68456714   0.051553073  3.288418e-02    -0.8781591
      1            WALKING     0.2773308  -0.017383819   -0.11114810  -0.283740259   0.114461337   -0.26002790 -1.912285e-01   0.380201212     0.9352232  -0.282165021  -0.068102864    -0.9766096  -0.040083326   0.281260329    0.07404163  2.827211e-02 -4.168406e-03  -0.113615602 -3.621062e-01  0.4905549243 -0.0418309635  -0.069530046  0.0849448173    -0.4735355 -0.3345938511 -0.0715513643  0.0885682061  0.0817513039   0.165740730  -0.189789242 -0.1163056231 -0.1874715428   -0.20279431   0.089712726   -0.33156012  -0.319134720   -0.72478232    -0.9176265  -0.170546965  -0.035225524   -0.46899922  -0.133586606    -0.8141406    -0.9225912   -0.33903220   -0.10305942   -0.25594094    -0.5166919   -0.78983286    -0.9194194  -0.549076696   -0.83507962  -0.104419399   -0.47802532   0.013059491 -1.874319e-02    -0.7292472
      2            WALKING     0.2764266  -0.018594920   -0.10550036  -0.423642838  -0.078091253   -0.42525752 -2.510691e-02   0.368582476     0.9130173  -0.346607090   0.084727087    -0.9726932  -0.241298145  -0.065809031    0.06180807  1.824927e-02  7.895337e-03  -0.277530463  6.240839e-02  0.2245487088 -0.0530258157  -0.048238232  0.0828336633    -0.5615503  0.0648991809 -0.2334327343 -0.1122749992  0.1763965318   0.042893802  -0.011170859 -0.2472311986  0.2377345352   -0.34604816  -0.021904810   -0.45380637  -0.457651384   -0.83192751    -0.9505906  -0.304615323  -0.078764084   -0.55495671  -0.314313063    -0.8610852    -0.9533836   -0.42971354   -0.55477211   -0.39665991    -0.6040530   -0.87307009    -0.8941811  -0.497408531   -0.76465106  -0.002549126   -0.36875434   0.021619677 -8.584708e-02    -0.6619600
      3            WALKING     0.2755675  -0.017176784   -0.11267486  -0.360356726  -0.069914065   -0.38741199 -3.000794e-01   0.439107104     0.9365067  -0.261986358  -0.138107866    -0.9777716   0.140368771   0.119717908    0.08147459  1.005915e-02 -5.622646e-03  -0.268679644 -1.549988e-01  0.2440508542 -0.0256405193  -0.077915094  0.0813485943    -0.5718696  0.0068901017 -0.2183606014  0.0430059695  0.0334805240   0.003799369  -0.021557255 -0.1990237795 -0.0091448580   -0.31661401  -0.081302435   -0.41237407  -0.379276781   -0.80851419    -0.9519752  -0.304694443  -0.140508590   -0.51413726  -0.296596633    -0.8055973    -0.9551496   -0.43784576   -0.56152627   -0.41812622    -0.6151214   -0.86366618    -0.9677884  -0.468456117   -0.77593692   0.147218606   -0.18628402   0.096843832 -3.668922e-02    -0.7228040
      4            WALKING     0.2785820  -0.014839948   -0.11140306  -0.440829971  -0.078826737   -0.58625281  1.182436e-01   0.186199355     0.9639997  -0.085854027   0.127764113    -0.9838265  -0.281064806   0.056458509    0.07835291  2.956024e-03 -7.676793e-04  -0.297042613  2.515002e-01  0.2960456028 -0.0317982558  -0.072690528  0.0805677161    -0.5009167  0.4561367636  0.0146497889 -0.0935923043 -0.0678893911   0.074218261   0.152922233 -0.2037051746 -0.1052219056   -0.42671945  -0.149399633   -0.63100547  -0.447234930   -0.90946196    -0.9789552  -0.358883414  -0.279553392   -0.72899160  -0.297326072    -0.9486415    -0.9804442   -0.37338454   -0.68846006   -0.60138113    -0.5426468   -0.94554667    -0.9510495  -0.532309173   -0.78953900   0.126304676   -0.16842409   0.017781368  5.541597e-02    -0.8652843
